Page ID,Page Name,Disclaimer,Amount Spent (SEK),Number of Ads in Library
268608766607208,Svensk Tidskrift,Svensk Tidskrift,39836,436
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,39803,10
357453258411,Naturvetarna,Johanna Rösth,39787,39
182355951794413,Veidekke i Sverige,Veidekke Sverige,39768,37
276115645732500,Socialdemokraterna i Gävle,Socialdemokraterna i Gävle,39673,83
376804565780243,Vänsterpartiet Södermalm,Vänsterpartiet Södermalm,39512,61
122512491125750,Ängelholms kommun,Ängelholms kommun,39388,22
103312943103451,Jönköpings kommun,Jönköpings kommun,39346,21
722853564439941,Gustav Hemming,Gustav Hemming (Centerpartiet),39138,9
261049637294871,Länsförsäkringar Uppsala,Länsförsäkringar Uppsala,39070,24
325212711627446,Biovisor,Biovisor Healthcare AB,39017,15
294444197371898,Byggnads Skåne,Sjoberg Jonas Fredrik,38791,149
170211353124087,Centerpartiet i Stockholm,Centerpartiet i Stockholm,38715,59
1700525460180235,Arbetet Global,Arbetet Global,38632,118
223141487866750,Socialdemokraterna Örebro kommun,Nerelius Carin Isabelle,38571,52
429354810518636,Johan Nissinen,Nissinen Johan Harry,38500,2
189332844828330,Medborgerlig Samling,Medborgerlig Samling,38395,28
101732614555355,Freebo Sverige,Freebo AB,38390,70
496356157043523,Sveriges Radio P4,These ads ran without a disclaimer,38282,6
114603753626064,Du kan göra skillnad,ActionAid Sverige,38038,95
195379633820701,Svenskt Kött,These ads ran without a disclaimer,37949,67
100283070150569,Sverigedemokraterna Karlskrona,SD Karlskrona,37820,9
121930081210838,Prisjakt Sverige,These ads ran without a disclaimer,37691,2
374810402587531,Vi som älskar svenskt kött,These ads ran without a disclaimer,37607,2
100456624677555,"Nya tunnelbanan, Region Stockholm","Region Stockholm, förvaltning för utbyggd tunnelbana",37333,66
1530370053926078,Vision Chef,Vision,37219,39
28312410177,World Food Programme,These ads ran without a disclaimer,37199,25
130148200513245,Amazon Watch Sverige,Alex Brekke,37160,36
142320852554,Fotografiska Stockholm,Fotografiska Stockholm,37153,36
170519996379,Vänsterpartiet Malmö,Vänsterpartiet Malmö,37151,55
63489041459,Moderaterna i Region Skåne,Moderaterna i Region Skåne,36955,84
634151680054842,Assistentjobb i JAG,JAG Personlig assistans,36761,16
110851222326891,Helsingborgs stad,Helsingborgs stad,36642,42
540799486089503,Allan Widman,Liberalerna,36435,7
646148725543687,SelmaStories,SelmaStories,36298,94
378638422760827,Forward Energy,Forward Energy AB,36141,35
498055310222383,UD Resklar,Utrikesdepartementet,36005,11
165345187194459,Comfort,Comfort,35910,10
273960452353,Socialdemokraterna Tyresö,Stewen Philip Viktor,35842,34
110752522319286,Volontärbyrån,Volontärbyrån,35817,89
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,35671,27
279970125947483,Jobba hos oss - Region Uppsala,KSMG,35600,15
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,35555,66
102466371208854,Fertilitetskollen,Gedeon Richter,35493,6
103997904708356,M-lotten,M-Lotten,35473,27
251324658704719,Streamify,These ads ran without a disclaimer,35330,1
465428396919164,Socialdemokraterna i Sollentuna,Jonsson Sven Joakim,35323,111
135866849759327,Sustainergies,Sustainergies,35247,98
539297539496434,Dagens Samhälle,Dagens Samhälle,35173,30
295528650465383,Familjehem Stockholms stad,Familjehem Stockholms stad,35020,35
559163754139097,Karin Karlsbro,Liberalerna,34996,14
223053457729155,Unga Örnar,Unga Örnars Riksförbund,34925,67
135566233221900,Vitalis,Svenska Mässan,34918,11
286987014656068,Socialdemokraterna Solna,Socialdemokraterna i Solna,34912,54
237187386324119,Frälsningsarmén,These ads ran without a disclaimer,34833,26
158920367453258,Vinnova,Vinnova,34751,7
298545626828036,Socialdemokraterna i Botkyrka,Socialdemokraterna i Botkyrka,34617,42
186038296018,BoKlok Sverige,BoKlok Sverige,34565,42
314872662206,Ekonomifakta,Ekonomifakta,34565,159
157076904374898,ABF Stockholm,ABF Stockholm,34541,33
2003077833243266,Optimist för havet,Håll Sverige Rent,34426,9
1531207330504867,Solkraft Sverige - en del av Bravida,Solkraft Sverige,34254,14
337086006951883,Jessica Polfjärd,Moderaterna,34140,92
132266740623,Liberalerna,These ads ran without a disclaimer,34134,2
150453111655854,Folkbildningsrådet,Elin Sundling,34062,93
132143480932,Nackamoderaterna,Nackamoderaterna,33713,89
219410318157271,Läkarmissionen,Rosell Hanna Maria,33472,4
355060434560962,Reach for Change,Reach for Change,33420,3
303070626373544,Socialdemokraterna i Helsingborg,Socialdemokraterna Helsingborg,33392,74
154369674717313,Socialdemokraterna Blekinge,Johansson Jan Magnus,33239,48
384726708273511,Enterprise Media Group,Enterprise Magazine,33158,107
107642670661799,Soltrygg AB,Oliver Holm,33014,85
268593563268202,Kristdemokraterna Tyresö,Kennerberg Leif Robert,32572,77
727583257436235,Carl von Linnékliniken,Jesper Sjöström,32429,5
107104919328517,Miljöpartiet de Gröna i Sundbyberg,Miljöpartiet Sundbyberg,32268,88
137013703017885,Svensk fotboll,Svensk fotboll,32000,6
116787001729336,Linköpings kommun,Blomgren David Gunnar,31960,5
1622018661360930,Moderaterna i Örebro län,Moderaterna i Örebro län,31713,16
313670340133,Västerviks kommun,Sara Nordling,31616,62
290735261080438,Moderaterna i Göteborg,Moderaterna i Göteborg,31536,41
111566022258925,Vänsterpartiet Skåne,Vänsterpartiet Skåne,31411,103
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,31403,113
203635579652173,Unionen Stockholm,Unionen Stockholm,31343,10
247757312345415,Stadsutvecklarna i Värtahamnen,A Beautiful Soup,31163,80
142054355833069,FOI Totalförsvarets forskningsinstitut,Totalförsvarets forskningsinstitut,31003,37
102527074549766,Sparklubben.nu,These ads ran without a disclaimer,30933,1
1731576980266356,Zandra Pettersson SD politiker,Pettersson Zandra Margareta,30872,13
122896161100392,Make Equal,Make Equal,30868,36
460395575572,Kundkraft,Kundkraft,30795,38
212648058838987,Träffpunkt Idrott,Axel Birgerstam,30434,5
196425370398126,Teskedsorden,Teskedsorden,30398,87
108239705998001,Linköpingsmoderaterna,Moderaterna Linköping,30249,49
200261976651603,Stockholms Sjukhem,Mariana Lind,30243,12
1978566042454891,Rättvisepartiet Socialisterna Haninge,RS Haninge,30146,148
431830460275171,Unisport Sweden,Tomas Jonasson,30120,27
154609777777,Malmö stad,Malmö stad,29992,4
312916959122730,Bostadspolitik.se,Annika Miscevic,29945,97
105707146231201,Sverigedemokraterna Sala,Karl Edman,29707,17
132008873631170,Skatteverket,Skatteverket,29562,8
144395935966586,Generation Pep,Generation Pep,29500,12
152060917636,ForumCiv,Forum Syd,29496,45
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,29403,147
119432911402994,Socialdemokraterna i Växjö,Per Jodenius,29244,62
107632111070439,Stoppa miljonrullningen till Västerås flygplats,Stoppa miljonrullningen,29234,20
324914190902686,Magasinet Paragraf,Magasinet Paragraf,29045,110
150980231653371,Anders W Jonsson Centerpartiet,Anders W Jonsson,29027,111
150021835034399,XXL Sport & Vildmark,These ads ran without a disclaimer,29012,1
456602417738661,Riksförbundet HOBS - Hälsa oberoende av storlek,Jenny Vinglid,28999,10
220619268339132,Centerpartiet i Sundbyberg,Centerpartiet i Sundbyberg,28985,68
887305194662637,Axess Magasin & TV,Axess Magasin & TV,28968,135
130022160902,Fastighetsbyrån,Fastighetsbyrån,28959,8
157317435119920,Milkywire,Milkywire,28911,50
699391876922779,Veronica Magnusson,Vision,28900,17
126346954086279,Tricorona Climate Partner,Tricorona Climate Partner,28842,25
1180301415368551,Chatflights Sverige,Barnekow Alexis James,28765,10
117200235024372,Sverigedemokraterna Kalmar län,SD Kalmar län,28755,31
637235366608588,studietid,#studietid,28736,76
124819254209264,Försvarsmakten,These ads ran without a disclaimer,28568,2
371321779600920,EnergiEngagemang,EnergiEngagemang Sverige AB,28568,14
91217182731,Nordiska museet,Nordiska museet,28408,38
386410271448008,Sverigedemokraterna Östergötland,Svensson Jan Hubert,28399,12
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,28398,9
106065484513801,MergeFriends,These ads ran without a disclaimer,28182,12
877007112330399,Cross Sportswear,These ads ran without a disclaimer,28139,9
161086337290646,Moderaterna i Region Västmanland,Moderaterna Västmanland,28006,165
957746597628770,Fakta om Höghastighetstågsprojektet,Martin Eriksson,27966,3
118653498212819,National Geographic,These ads ran without a disclaimer,27834,1
123309454357178,Utellus,These ads ran without a disclaimer,27833,6
653072158104424,Emma Wiesner,Emma Wiesner (Centerpartiet),27811,35
102627866442123,Folkets Bio,Folkets Bio,27726,51
203197030603239,8 Billion Trees,These ads ran without a disclaimer,27687,29
109030109129243,Centerpartiet i Skåne,Centerpartiet i Skåne,27633,35
321670347944266,Kristdemokraterna i Dalarna,Kristdemokraterna Dalarna,27583,92
143140665862271,Moderaterna Umeå,Bergstrom Carl Erik Anton,27471,34
113234935374946,Grön Ungdom,Grön Ungdom,27459,4
115853198450591,Energigas Sverige,A Beautiful Soup,27325,42
596466710820200,Give me a Chance,These ads ran without a disclaimer,27285,2
183905751632130,Dagens industri,These ads ran without a disclaimer,26998,17
313066622056883,Botkyrka kommun,Botkyrka kommun,26913,14
126381280745653,SkandiaMäklarna Sydvästskåne,SkandiaMäklarna Landgren,26912,34
158161947576383,Skolverket,Josefin Zachrisson,26661,10
186513678039755,Fortum Sverige,These ads ran without a disclaimer,26616,15
354402817507,Stockholms Handelskammare,Stockholms Handelskammare,26611,23
106102553268601,Liberalerna Västsverige,Liberalerna Västsverige,26500,9
819100341608134,Switchr,Jonathan Galovan,26278,175
150526214995429,Liberalerna Kristianstad,Howard Liselotte Caroline,26247,26
258894504306484,Humlegården Fastigheter,These ads ran without a disclaimer,26197,1
792860810851424,Vänsterpartiet Kronoberg,Vänsterpartiet Kronoberg,26147,19
190577763347,Svenska Turistföreningen,Svenska Turistföreningen,26105,3
112513375470294,Feministiskt initiativ,These ads ran without a disclaimer,26088,9
130927360876045,FPlus – nyhetstjänsten för företagsamma,These ads ran without a disclaimer,25996,58
585837208126176,Naturbruksförvaltningen,Naturbruksförvaltningen,25929,12
104705051522999,Bulletin Ledare,Bulletin,25811,76
370182686393713,Centerpartiet Lidingö,Centerpartiet Lidingö,25777,74
191461210865031,Industriarbetsgivarna,Industriarbetsgivarna i Sverige service AB,25724,62
300290481979,Södertälje,Kristina Karlander,25600,29
10150161538825010,Medborgarskolan,Nadia Bhere,25486,47
1370664169670708,Sara Heelge Vikmång,Pelda Qaso,25470,78
540622546006901,Centerpartiet Nacka,Centerpartiet Nacka,25254,82
149671858392184,Miljöpartiet de gröna i Örebro,Miljöpartiet de gröna i Örebro,25152,40
272041890388,Socialdemokraterna i Eskilstuna,Socialdemokraterna i Eskilstuna,25112,42
131405220211437,Lidingö stad,Lidingö stad,25068,18
1722887348013516,Frihet,Hayrynen Lotta Ilona,25038,40
831136156947354,Länsförsäkringar Västernorrland,Länsförsäkringar Västernorrland,25000,4
528718827152707,Färnebo folkhögskola,Färnebo folkhögskola,24726,45
342993609154496,Sverigedemokraterna Stockholms län,Sverigedemokraterna Stockholms län,24646,11
238291762898419,ECOKRAFT AB,ECOKRAFT AB,24541,16
1334472816572260,Moderaterna i Stockholms stad,Moderaterna i Stockholms stad,24520,38
156850001149439,Folkhälsomyndigheten,Folkhälsomyndigheten,24360,8
1753157761397002,Moderaterna Region Jönköping,Moderaterna Region Jönköping,24295,29
500140550093378,Kristdemokraterna Täby,Kristdemokraterna Täby,24266,87
178404732312022,Hjärta till Hjärta,Hjärta till Hjärta,24224,15
1591202340989596,Bygg Klimatsmart,These ads ran without a disclaimer,24198,14
1557508081238895,Dagens Samhälle Jobb & Karriär,Sara Lundblad,24057,31
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,23875,52
368972829945550,AP7 Statens premiepensionsfonder,KIT,23865,4
123109694434847,Näringsliv Uppsala,Uppsala kommun,23842,23
76472413284,Tidningen Vi,Tidningen Vi,23805,427
147672065396607,Sverigedemokraterna Linköping,Dahlqvist Chris,23705,44
164732593563582,Söderberg & Partners,Söderberg & Partners,23688,3
347740385330130,MRF,MRF,23567,38
183735218708198,GetGeek,GetGeek,23361,15
187178991394420,Miljöpartiet de gröna i Skåne,Miljöpartiet de gröna i Skåne,23309,66
355672478378995,Myndigheten för arbetsmiljökunskap,Myndigheten för arbetsmiljökunskap,23246,24
299871453730354,Vi står inte ut men vi slutar aldrig kämpa,Helena Lindroos,23233,38
133234606721672,Sveriges Kommunistiska Parti,Sveriges Kommunistiska Parti,23223,28
361737083865661,Moderaterna i Sundbyberg,Moderaterna i Sundbyberg,23129,67
118191008217331,Handelsbanken,Handelsbanken,23101,8
199121803446165,Centerpartiet Västra Götaland,Centerpartiet,22881,78
588111131243298,Sverigedemokraterna Hässleholm,Sverigedemokraterna Hässleholm,22846,36
767749640051136,Heléne Fritzon,Socialdemokraterna i Europaparlamentet,22843,20
223302541061447,Nema Problema,Nema Problema,22724,40
912978142210566,Trygghetsfonden TSL,Sofia Lund,22685,72
212284955495610,Elektrikerna,Elektrikerna,22507,106
1404726273155127,Bli Miljönär-vänlig,Amanda Jaako,22499,6
161935043870264,Sverigedemokraterna Eskilstuna,Fredriksson Kim David,22383,20
576845979156129,Techarenan,Omid Ekhlasi,22291,9
443787246370216,Nyamko Sabuni,Liberalerna,22221,57
138671496295297,HBO Nordic,These ads ran without a disclaimer,22217,16
196038960408258,Feministiskt initiativ Stockholm,Feministiskt initiativ Stockholm,22081,114
155999571265763,Centerpartiet i Solna,Centerpartiet i Solna,21942,55
195634151279064,Crime Walks,Crime Walks,21907,19
311373388976447,Peace Parks Foundation Sweden,Magnus Sjöbäck,21893,3
72659261793,Rädda Barnen,These ads ran without a disclaimer,21826,43
2075127812758129,Games area,These ads ran without a disclaimer,21805,2
139375052786521,Moderata Ungdomsförbundet,Moderata Ungdomsförbundet,21602,22
315860854588,Let's deal,These ads ran without a disclaimer,21548,1
300452580055539,Liberalerna i Vellinge,Thorsell Lars Henri Johan,21492,36
191359334218856,Internetstiftelsen,These ads ran without a disclaimer,21337,5
182913105077781,Hyresgästföreningen södra Skåne,Eriksson Anna Carolina,21325,35
729627343834501,Kialo,These ads ran without a disclaimer,21293,316
182471621785780,Länsförsäkringar Östgöta,Länsförsäkringar Östgöta,21228,8
187668981268099,Konradssons Kakel,These ads ran without a disclaimer,21188,26
103487509736810,Socialdemokraterna i  Gävleborg,Socialdemokraterna i Gävleborg,21088,15
513322965515580,Socialdemokraterna Kumla,Socialdemokraterna i Kumla,21057,98
2171970199486213,Jesper Skalberg Karlsson,Skalberg Karlsson Jesper Jens J,21056,72
1261907310611511,Segerstedtinstitutet vid Göteborgs universitet,Richard Millings,21017,31
102331493143871,Sveriges Radio P1,Sveriges Radio P1,21000,9
424213071064994,Region Örebro län,KSMG,21000,1
127998171203331,Adressändring,These ads ran without a disclaimer,20981,7
103025835096570,Bevara Flygplatsen,Bevara Flygplatsen,20974,24
1505432743070324,Tunafastigheter,Anton Varnäs,20905,4
340450486371178,Deedster,Deedster,20884,37
111630258867610,Röda Korset,These ads ran without a disclaimer,20864,9
238974066637565,Västpunkt,Högskolan Väst,20753,5
475827765784530,Strängbetong,Alexandra Topvisible,20685,41
719593051541191,Sightsavers Sverige,These ads ran without a disclaimer,20626,10
238291762898419,ECOKRAFT AB,These ads ran without a disclaimer,20589,30
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,20537,14
636103536446815,Johan Danielsson,Socialdemokraterna i Europaparlamentet,20521,20
345384912242426,Sverigedemokraterna Gävleborg,These ads ran without a disclaimer,20510,4
573954772674425,Miljöpartiet de gröna Jämtland Härjedalen,Miljöpartiet de gröna Jämtland/Härjedalen,20453,21
1540851856197497,Borlänge kommun,Borlänge kommun,20394,31
120159811335118,Tom Tits Experiment,Tom Tits Experiment,20342,11
117200235024372,Sverigedemokraterna Kalmar län,Kotanen Mika Erik,20254,43
1399460936976210,Jakop Dalunde,Miljöpartiet i Europaparlamentet,20200,22
232873963389824,Göteborg Energi,Göteborg Energi,20080,22
154533721332462,Centerpartiet i Stockholms län,Centerpartiet i Stockholms län,20061,8
336384546384299,Sverigedemokraterna Värmlands län,Sverigedemokraterna Värmlands län,20037,22
159513904100440,Moderaterna i Kalmar län,Hemgard Lars Peter,20000,25
178945208783463,Willys,These ads ran without a disclaimer,20000,1
507821365927958,Svemin,Svemin,20000,10
1702634723115004,Miljökämpar,Nilsson Patrik Topias Lennart,20000,2
137789886310956,Socialdemokraterna Huddinge,Pelda Qaso,19964,34
101694568427294,Baggy,These ads ran without a disclaimer,19953,22
201659616523774,Liberalerna Värmland,Liberalerna Värmland,19923,38
