Page ID,Page Name,Disclaimer,Amount Spent (PLN),Number of Ads in Library
290957271793588,Jan Adamowicz Radny Rady Powiatu,These ads ran without a disclaimer,≤100,3
359751347947255,Plastic Free Poland,These ads ran without a disclaimer,≤100,2
105008448033713,Justyna Kamińska,Justyna Kamińska,≤100,1
104109167664439,Ozimek Codziennie,Łukasz Leszek Szewczyk,≤100,2
104568321411538,Kancelaria Radcy Prawnego Wojciech Detyna,Wojciech Detyna,≤100,1
258211711586031,ContentStory,These ads ran without a disclaimer,≤100,2
101556544632974,Scenabiznesu.pl,These ads ran without a disclaimer,≤100,2
492939200891158,Dobro&Dobro,These ads ran without a disclaimer,≤100,1
103724067756141,Ai fen,These ads ran without a disclaimer,≤100,1
546477339126145,Gabriela Morawska-Stanecka,These ads ran without a disclaimer,≤100,2
397361820366503,Ochotnicza Straż Pożarna w Rydzynie,These ads ran without a disclaimer,≤100,1
1183004625214189,KOFirma uslugirodo.pl,These ads ran without a disclaimer,≤100,1
1619007321709880,Łukasz Kamiński,These ads ran without a disclaimer,≤100,3
563816137439499,Krzysztof Kamiński,These ads ran without a disclaimer,≤100,3
207653439276138,Fundusze Europejskie dla Dolnego Śląska,These ads ran without a disclaimer,≤100,6
895793500594874,Centrum Wsparcia Kolory Relacji,These ads ran without a disclaimer,≤100,1
962708943756344,STRAJK.eu,These ads ran without a disclaimer,≤100,3
108132707744542,Unia Europejskich Demokratów Lublin,Jakub Krzysztof Gęca,≤100,1
114376220428033,KORWiN - Oddział Wołomiński,Michał Janik,≤100,1
721401098004372,Refugees Welcome Polska,Fundacja Ocalenie,≤100,3
160407307984609,Burmistrz Bytowa Ryszard Sylka,These ads ran without a disclaimer,≤100,3
2210044572418799,Adrian Kowalczyk - radny dzielnicy Letnica,These ads ran without a disclaimer,≤100,4
1711962262369138,Stara Decha,These ads ran without a disclaimer,≤100,2
1059203560793832,Kongres 590,These ads ran without a disclaimer,≤100,1
105317967502763,Dobra Zmiana Płock i okolice,These ads ran without a disclaimer,≤100,1
106333821238910,MKlima Mateusz Tosnowiec,Mateusz Piotr Tosnowiec,≤100,3
744464542267703,Kazimierz Fujak - Wójt Gminy Rajcza,These ads ran without a disclaimer,≤100,2
104463944846982,AutoSpa Detailing,Paweł Kawaler,≤100,3
568529440020644,Konrad Gęsiarz - Starosta Namysłowski,These ads ran without a disclaimer,≤100,2
161567847531883,Wyśmierzyce Najmniejsze Miasto na Mazowszu,These ads ran without a disclaimer,≤100,1
107629463941741,Ekonomia i prawo - blog,KWW Koalicja Obywatelska PO .N iPL Zieloni,≤100,7
475339379287846,Przemysław Gronek,These ads ran without a disclaimer,≤100,2
287301998537738,Agnieszka Odachowska - Koalicja Polska,These ads ran without a disclaimer,≤100,1
1106316112762871,Świat sukienek i dodatków,These ads ran without a disclaimer,≤100,2
114461679899598,Krystyna Magdziarek FP,These ads ran without a disclaimer,≤100,2
1150462165059557,e-klerki,These ads ran without a disclaimer,≤100,3
107647584480182,Domino Życia,These ads ran without a disclaimer,≤100,1
265185677392541,Centrum Terapii HAAK,These ads ran without a disclaimer,≤100,5
739619116166443,Paszport Górnośląski,These ads ran without a disclaimer,≤100,1
693166627732510,SLD Lewica Razem. Wybory parlamentarne 2019.,These ads ran without a disclaimer,≤100,2
387124011444132,Wojciech Saługa Poseł na Sejm,These ads ran without a disclaimer,≤100,2
415899629206677,M-Estetica,These ads ran without a disclaimer,≤100,1
868849586458862,Studio Figura Toruń Skarpa,These ads ran without a disclaimer,≤100,1
496854327448420,Porozumienie Samorządowe TKN,These ads ran without a disclaimer,≤100,1
476687203139822,Meow T-shirt,These ads ran without a disclaimer,≤100,1
891071420986780,Marek Andrzej Subocz,These ads ran without a disclaimer,≤100,2
758447747542279,Radość z czytania,These ads ran without a disclaimer,≤100,1
324088538395706,Marszałek Elżbieta Anna Polak,These ads ran without a disclaimer,≤100,1
180630765349705,Polska Koalicja Pacjentów Onkologicznych,These ads ran without a disclaimer,≤100,1
1589130654724742,PsiAlicja,These ads ran without a disclaimer,≤100,1
136641946950566,KMK - Kwestionować Może Każdy / Mikroblog,Krzysztof Mateusz Kalbarczyk,≤100,3
102282367845409,Trybuna Polityczna,Sebastian Wojciech Falkowski,≤100,4
106603617954404,More Ink Tattoo,These ads ran without a disclaimer,≤100,1
1151912691594054,Artdom - Świat Abażurów,These ads ran without a disclaimer,≤100,4
839288116138464,Koniński Budżet Obywatelski,These ads ran without a disclaimer,≤100,1
310982542271618,Uniwersytet Rozwoju,These ads ran without a disclaimer,≤100,6
405346706281733,jestemŚwięty projektowanie graficzne,These ads ran without a disclaimer,≤100,11
1195333000612674,Łukasz Kuriata - profil publiczny,These ads ran without a disclaimer,≤100,5
574804889301974,Green Volley EŁK,These ads ran without a disclaimer,≤100,2
1567187760223974,Kamil Całek,These ads ran without a disclaimer,≤100,1
113918206819124,Związek Ludowy Rujan,These ads ran without a disclaimer,≤100,2
489216781491967,Obserwatorzy w działaniu,These ads ran without a disclaimer,≤100,1
1582497905388398,Hachixoxo,These ads ran without a disclaimer,≤100,5
100718274657933,Pogotowie Pogrzebowe,These ads ran without a disclaimer,≤100,2
169579953054916,Radny - Kobyliński Ernest Jerzy,These ads ran without a disclaimer,≤100,2
103441644991556,Sery Mlekpolu Jakość Tradycja,These ads ran without a disclaimer,≤100,2
525828247919716,Most Consulting Iwona Traliszewska,These ads ran without a disclaimer,≤100,2
167106813398123,Michał Kochanowski,These ads ran without a disclaimer,≤100,1
105034421051799,Eko.Husk,Krzysztof Studziński,≤100,4
2030793103655195,Festiwal Inspirowane Górami,These ads ran without a disclaimer,≤100,1
434534466623218,Wojciech Zubowski,Wojciech Zubowski,≤100,1
315851900972,Focus Mall Zielona Góra,These ads ran without a disclaimer,≤100,1
0,Instagram User 8495646652,These ads ran without a disclaimer,≤100,3
1440660972701101,Marcin Kazimierczuk,These ads ran without a disclaimer,≤100,2
279458092264496,Grzegorz Siemakowicz,Grzegorz Siemakowicz,≤100,8
110130023929078,Zjednoczenie Chrześcijańskich Rodzin - Śląsk,These ads ran without a disclaimer,≤100,1
107931667265717,Sztuczne Chwasty,Michał Stanisław Filipiak,≤100,1
0,Instagram User 9566669063,These ads ran without a disclaimer,≤100,4
435641783243098,Łukasz LUK Chrząszcz,Łukasz LUK Chrząszcz,≤100,4
102167811506547,Giżycka Żółta Rewolucja,These ads ran without a disclaimer,≤100,2
298907190248949,Jarpol Meble Chojnice,These ads ran without a disclaimer,≤100,1
109384317138508,Adam Kopczyński,These ads ran without a disclaimer,≤100,1
114501865876241,Edwin Leśniak,These ads ran without a disclaimer,≤100,1
1203641869809377,Park przy Muzeum Lotnictwa,These ads ran without a disclaimer,≤100,1
344524165633712,Adrianna Skon,These ads ran without a disclaimer,≤100,1
430323487041642,Prawicowa Rzeczpospolita Ludowa,These ads ran without a disclaimer,≤100,2
346603122704302,promofriends,These ads ran without a disclaimer,≤100,4
931890656901160,Bon Cloud,These ads ran without a disclaimer,≤100,1
2055853067877338,Fundacja Pasja,These ads ran without a disclaimer,≤100,1
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,These ads ran without a disclaimer,≤100,1
794503953952444,Dawid Łasut,These ads ran without a disclaimer,≤100,3
100539463843764,Klaster Innowacji Społecznych,These ads ran without a disclaimer,≤100,1
103719887650857,Wirtualne Muzeum Gazownictwa,These ads ran without a disclaimer,≤100,1
1207975609267509,Ostrowskie Forum Rozwoju,These ads ran without a disclaimer,≤100,1
681759301867240,Hurom,These ads ran without a disclaimer,≤100,3
160961747586241,Ekspert Finansowy Kacper Pecka,Kacper Pecka,≤100,1
1608898765820336,Vogue Polska,These ads ran without a disclaimer,≤100,11
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,These ads ran without a disclaimer,≤100,4
116111469767211,hanna.gaya,These ads ran without a disclaimer,≤100,1
790942904442722,Simply Nailbar & Beauty,These ads ran without a disclaimer,≤100,2
1669511653320456,Połysk Beauty Point - salon urody,These ads ran without a disclaimer,≤100,1
124588457573084,Pascal Connect Żory,These ads ran without a disclaimer,≤100,1
412366985795815,Polski Czerwony Krzyż Oddział Rejonowy w Knurowie,Polski Czerwony Krzyż Oddział Rejonowy w Knurowie,≤100,1
377045525998952,Dr Koziej,These ads ran without a disclaimer,≤100,2
152327404827768,Zox,These ads ran without a disclaimer,≤100,1
1465180570478399,Waldemar Utecht,Waldemar Arkadiusz Utecht,≤100,2
103805429749125,AFRICAline & WORLDline,These ads ran without a disclaimer,≤100,3
1525872817483381,Doodly,These ads ran without a disclaimer,≤100,1
115190293247596,Pawel Kownacki,These ads ran without a disclaimer,≤100,3
106632337587826,BuildVent,These ads ran without a disclaimer,≤100,1
249339328417680,Ciepła Strona Życia,These ads ran without a disclaimer,≤100,2
102453055009567,STOP budowie bloków w Supraślu,Mateusz Markowski,≤100,1
1564337780478670,Konfederacja - Ostrowiec Świętokrzyski,These ads ran without a disclaimer,≤100,2
1448607788619278,Taxpress,These ads ran without a disclaimer,≤100,1
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,≤100,8
2392327931036570,Brightmark,These ads ran without a disclaimer,≤100,1
1655394184675984,Secret Want,Konrad Piesiewicz,≤100,4
584341041580774,Koszalin7.pl,Tadeusz Krzysztof Rogowski,≤100,1
2220438254866020,Robert Jarkiewicz -  Kraków,These ads ran without a disclaimer,≤100,1
115231443174604,Prawda o Łomży,Prawda o Łomży,≤100,11
101489351343390,Fashion LUK,These ads ran without a disclaimer,≤100,1
1892880077490276,Jakub Bedrunka,These ads ran without a disclaimer,≤100,3
105757597679129,Marek Marcin Tucholski,These ads ran without a disclaimer,≤100,2
223555161391853,UNJBG Confesiones - Oficial,These ads ran without a disclaimer,≤100,1
104639284301201,AlpeOil,These ads ran without a disclaimer,≤100,1
106516557682820,Piekarnia Moja Gruzja,These ads ran without a disclaimer,≤100,1
109166814010947,Dietetyk Wiesława Kurzela,These ads ran without a disclaimer,≤100,5
112205587220322,Postacie z polskich legend,These ads ran without a disclaimer,≤100,1
1627864287526204,PROGREFONIK,Karolina Kobielusz,≤100,2
102879941079575,Jolanta Kołodziej,Michał Jan Sobczak,≤100,1
562389473917766,Tomasz Kacprzak,These ads ran without a disclaimer,≤100,2
331728277562381,Niezależna Inicjatywa dla Gminy Susz,Marcin Mądry,≤100,2
104557747030231,TuMieszkamy - Dbamy o Twój dom,These ads ran without a disclaimer,≤100,1
101433527872341,Krzysztof Sobolewski,These ads ran without a disclaimer,≤100,1
450042998362929,Stowarzyszenie "Specjalna Strefa Ekologiczna",These ads ran without a disclaimer,≤100,1
433578696818977,Bozita Polska,These ads ran without a disclaimer,≤100,1
150642738851556,Patarei - International Museum for the Victims of Communism,These ads ran without a disclaimer,≤100,1
1462749514014115,Edumaster.pl,These ads ran without a disclaimer,≤100,2
397134924490674,Kancelaria Prawa Bankowego,Krzysztof Orłowski,≤100,8
179325905778800,Misumi24 Drogeria Bydgoszcz,These ads ran without a disclaimer,≤100,4
514069865470942,Czas na polskie superowoce,These ads ran without a disclaimer,≤100,4
100257443490182,Punkt Informacji Europejskiej Europe Direct - Dzierzgoń,Komisja Europejska Przedstawicielstwo w Polsce,≤100,1
481496405602447,Budapest Albérlet,These ads ran without a disclaimer,≤100,1
161332891069469,Adrian Sęk,Komitet Wyborczy Konfederacja Wolność i Niepodległość,≤100,1
407895556432648,Gdyńskie Tempo,These ads ran without a disclaimer,≤100,2
1751602471794884,CHIC CHIQ,These ads ran without a disclaimer,≤100,2
926166074098098,Dobrodziej,These ads ran without a disclaimer,≤100,1
325609024852851,Karolina Mazur,These ads ran without a disclaimer,≤100,4
608177429293076,Przedszkole Górskie- Rodzinne Wyjazdy Narciarskie,These ads ran without a disclaimer,≤100,5
106398220954912,"Klub Radnych ""Praca, uczciwość, zaangażowanie""",Anna Kosiak,≤100,3
101863264594970,Consultrust Holding,These ads ran without a disclaimer,≤100,2
108316280747945,Fizjoterapia Adam Markiewicz,These ads ran without a disclaimer,≤100,2
109379704192278,Kinetic Reactor Polska,These ads ran without a disclaimer,≤100,1
102542691455597,Prawo w branży beauty,These ads ran without a disclaimer,≤100,2
1069582526398860,Adam Kurpas,These ads ran without a disclaimer,≤100,3
108030640537770,Przemysław Przybył,These ads ran without a disclaimer,≤100,2
222358424542961,TwoShots,These ads ran without a disclaimer,≤100,1
607391652607909,Vaccines Today,These ads ran without a disclaimer,≤100,17
1730630540553065,Curio,These ads ran without a disclaimer,≤100,2
351501631993980,Zbigniew Kubalańca - Wicemarszałek Województwa Opolskiego,These ads ran without a disclaimer,≤100,1
381641985328848,RSM PRAGA,These ads ran without a disclaimer,≤100,2
2189479351138329,Pogotowie Hydrauliczne24/7 Kowal,These ads ran without a disclaimer,≤100,2
362439350603117,Artur Krynicki,These ads ran without a disclaimer,≤100,2
1411081625646929,Wędkarska Przygoda,These ads ran without a disclaimer,≤100,3
568813569812948,Aktywne Giżycko,Aktywne Giżycko,≤100,1
177515348927360,Jolanta Banach,Wojciech Andrzej Widzicki,≤100,1
100777754659572,ludzkiefinanse.pl,Krzysztof Kenigsman,≤100,4
527351247377965,European Committee of the Regions,These ads ran without a disclaimer,≤100,2
412531012268471,Kocham - Dbam o zdrowie - Chronię,These ads ran without a disclaimer,≤100,1
1982484995393562,To Dzięki Nim,These ads ran without a disclaimer,≤100,1
146331805413159,Sylwia Anna Mróz - Radna Dzielnicy Ochota m.st. Warszawy,These ads ran without a disclaimer,≤100,1
962267377180144,Kwartalnik "Wyklęci",These ads ran without a disclaimer,≤100,1
254338784682081,Kamil A. Krajewski - Photography,These ads ran without a disclaimer,≤100,1
1972022019748257,HEY GIRLS,These ads ran without a disclaimer,≤100,1
105964948095337,wencek_michal,These ads ran without a disclaimer,≤100,2
167354506615689,Restauracja Biała Róża,These ads ran without a disclaimer,≤100,1
168163349997584,Versus Medicus,These ads ran without a disclaimer,≤100,1
995147023938106,Sekcje Praktyków Prawa Okręgowej Rady Adwokackiej w Warszawie,These ads ran without a disclaimer,≤100,2
674124119364734,Sosnowska Photo,These ads ran without a disclaimer,≤100,8
103251004499181,J&K butik,Agnieszka Monika Szulc,≤100,5
166441530935941,Karol Szustakiewicz,Karol Andrzej Szustakiewicz,≤100,2
2214414445442467,BIZBLOG.PL,These ads ran without a disclaimer,≤100,1
222389377802068,Centrum PISOP,These ads ran without a disclaimer,≤100,1
637611683027011,Michał Rudzki - Burmistrz Karczewa,These ads ran without a disclaimer,≤100,1
105465681305691,Kiepski Wybór,Katarzyna Maria Rydel,≤100,1
104332541005651,Smile Institute - Lubartów,These ads ran without a disclaimer,≤100,1
104474581318095,TU i TAM -TU,These ads ran without a disclaimer,≤100,1
308137999848199,Agnieszka Labenz - Radna Dzielnicy Przymorze Małe,These ads ran without a disclaimer,≤100,3
369487376508015,Kraina Szeptów,These ads ran without a disclaimer,≤100,1
402140539939706,Wojciech Hetkowski,These ads ran without a disclaimer,≤100,3
101657241539326,Forum Młodych PiS Opolskie,Kacper Ogórek,≤100,2
105953594314413,"Kotis- bielizna damska - Poznań, ul. Święty Marcin 9",Karolina Dębowska,≤100,1
1621431041480755,Dariusz Wentrych Ekspert,These ads ran without a disclaimer,≤100,2
101259294967332,Projekt PUNKU,Diego Amado Olivas Arana,≤100,1
104531481321398,Dominika Koszowska Fotografia Mobilna,These ads ran without a disclaimer,≤100,3
1974656906132551,Michał Rudnicki - Radny Powiatu Żarskiego,These ads ran without a disclaimer,≤100,2
220567694637110,Wydawnictwo JAK,Andrzej Bogdan Choczewski,≤100,1
988383667884304,Co z tą Sztuką?,These ads ran without a disclaimer,≤100,2
115547673152784,Placyk Fleminga,These ads ran without a disclaimer,≤100,1
106385131277751,Good Day,These ads ran without a disclaimer,≤100,1
311887968962529,Michał Delikat,These ads ran without a disclaimer,≤100,7
